,targetId_diseaseId,affected_pathway,animal_model,genetic_association,known_drug,literature,rna_expression,somatic_mutation,drugId,targetId,approvedSymbol,diseaseId,label,phase,drugType,mechanismOfAction,id,name,therapeuticAreas,tissue_general,n_donors,disease_name,disease_ontology_id,targetId_diseaseId_CHEMBL
2378,ENSG00000110195_MONDO_0007254,0.0,0.0,0.0,0.06079307976116211,0.115506851546208,0.0,0.0,CHEMBL3545132,ENSG00000110195,FOLR1,MONDO_0007254,breast cancer,1,Antibody,Folate receptor alpha binding agent,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000110195_MONDO_0007254_CHEMBL3545132
652,ENSG00000186716_MONDO_0004975,0.0,0.0,0.0,0.4627028848488449,0.03366923400772362,0.016335099038595816,0.0,CHEMBL1421,ENSG00000186716,BCR,MONDO_0004975,Alzheimer disease,1,Small molecule,Bcr/Abl fusion protein,MONDO_0004975,Alzheimer disease,"['MONDO_0002025', 'EFO_0000618']",brain,32,Alzheimer disease,MONDO_0004975,ENSG00000186716_MONDO_0004975_CHEMBL1421
2396,ENSG00000111424_MONDO_0007254,0.0,0.0,0.0,0.6396785394179557,0.9478256035106787,0.0,0.0,CHEMBL1200622,ENSG00000111424,VDR,MONDO_0007254,breast cancer,1,Small molecule,Vitamin D receptor agonist,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000111424_MONDO_0007254_CHEMBL1200622
661,ENSG00000186868_MONDO_0004975,0.0,0.0,0.4377101742803672,0.18076085711873713,0.9984378718487248,0.0,0.0,CHEMBL4650402,ENSG00000186868,MAPT,MONDO_0004975,Alzheimer disease,1,Unknown,Microtubule-associated protein tau inhibitor,MONDO_0004975,Alzheimer disease,"['MONDO_0002025', 'EFO_0000618']",brain,32,Alzheimer disease,MONDO_0004975,ENSG00000186868_MONDO_0004975_CHEMBL4650402
1098,ENSG00000068078_MONDO_0007254,0.0,0.0,0.0,0.19351644228385467,0.8608773472679543,0.0,0.0,CHEMBL3545376,ENSG00000068078,FGFR3,MONDO_0007254,breast cancer,1,Small molecule,Fibroblast growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000068078_MONDO_0007254_CHEMBL3545376
599,ENSG00000182866_MONDO_0004975,0.0,0.0,0.0,0.06079307976116211,0.17967732462743466,0.0,0.0,CHEMBL1421,ENSG00000182866,LCK,MONDO_0004975,Alzheimer disease,1,Small molecule,SRC inhibitor,MONDO_0004975,Alzheimer disease,"['MONDO_0002025', 'EFO_0000618']",brain,32,Alzheimer disease,MONDO_0004975,ENSG00000182866_MONDO_0004975_CHEMBL1421
598,ENSG00000182256_MONDO_0004975,0.0,0.0,0.0,0.16665747337858577,0.024317231904464845,0.0,0.0,CHEMBL580,ENSG00000182256,GABRG3,MONDO_0004975,Alzheimer disease,1,Small molecule,GABA-A receptor; anion channel positive allosteric modulator,MONDO_0004975,Alzheimer disease,"['MONDO_0002025', 'EFO_0000618']",brain,32,Alzheimer disease,MONDO_0004975,ENSG00000182256_MONDO_0004975_CHEMBL580
596,ENSG00000182256_MONDO_0004975,0.0,0.0,0.0,0.16665747337858577,0.024317231904464845,0.0,0.0,CHEMBL655,ENSG00000182256,GABRG3,MONDO_0004975,Alzheimer disease,1,Small molecule,GABA-A receptor; anion channel positive allosteric modulator,MONDO_0004975,Alzheimer disease,"['MONDO_0002025', 'EFO_0000618']",brain,32,Alzheimer disease,MONDO_0004975,ENSG00000182256_MONDO_0004975_CHEMBL655
24859,ENSG00000188389_MONDO_0001056,0.0,0.0,0.0,0.6576382807692294,0.0,0.0,0.0,CHEMBL4594578,ENSG00000188389,PDCD1,MONDO_0001056,gastric cancer,1,Antibody,Programmed cell death protein 1 inhibitor,MONDO_0001056,gastric cancer,"['MONDO_0045024', 'EFO_0010282']",stomach,26,gastric cancer,MONDO_0001056,ENSG00000188389_MONDO_0001056_CHEMBL4594578
632,ENSG00000186297_MONDO_0004975,0.0,0.0,0.0,0.16665747337858577,0.043146199663824776,0.029203625672807973,0.0,CHEMBL580,ENSG00000186297,GABRA5,MONDO_0004975,Alzheimer disease,1,Small molecule,GABA-A receptor; anion channel positive allosteric modulator,MONDO_0004975,Alzheimer disease,"['MONDO_0002025', 'EFO_0000618']",brain,32,Alzheimer disease,MONDO_0004975,ENSG00000186297_MONDO_0004975_CHEMBL580
631,ENSG00000186297_MONDO_0004975,0.0,0.0,0.0,0.16665747337858577,0.043146199663824776,0.029203625672807973,0.0,CHEMBL655,ENSG00000186297,GABRA5,MONDO_0004975,Alzheimer disease,1,Small molecule,GABA-A receptor; anion channel positive allosteric modulator,MONDO_0004975,Alzheimer disease,"['MONDO_0002025', 'EFO_0000618']",brain,32,Alzheimer disease,MONDO_0004975,ENSG00000186297_MONDO_0004975_CHEMBL655
622,ENSG00000184160_MONDO_0004975,0.0,0.0,0.0,0.45024874698110684,0.0,0.0,0.0,CHEMBL778,ENSG00000184160,ADRA2C,MONDO_0004975,Alzheimer disease,1,Small molecule,Adrenergic receptor alpha-2 agonist,MONDO_0004975,Alzheimer disease,"['MONDO_0002025', 'EFO_0000618']",brain,32,Alzheimer disease,MONDO_0004975,ENSG00000184160_MONDO_0004975_CHEMBL778
2303,ENSG00000108840_MONDO_0007254,0.0,0.0,0.0,0.4929447649151971,0.6109704515996791,0.0,0.0,CHEMBL598797,ENSG00000108840,HDAC5,MONDO_0007254,breast cancer,1,Small molecule,Histone deacetylase inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000108840_MONDO_0007254_CHEMBL598797
2221,ENSG00000105851_MONDO_0007254,0.0,0.0,0.0,0.5915811672212277,0.6864752351206994,0.0,0.0,CHEMBL3545096,ENSG00000105851,PIK3CG,MONDO_0007254,breast cancer,1,Small molecule,PI3-kinase class I inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000105851_MONDO_0007254_CHEMBL3545096
2236,ENSG00000105851_MONDO_0007254,0.0,0.0,0.0,0.5915811672212277,0.6864752351206994,0.0,0.0,CHEMBL3218578,ENSG00000105851,PIK3CG,MONDO_0007254,breast cancer,1,Small molecule,PI3-kinase class I inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000105851_MONDO_0007254_CHEMBL3218578
2218,ENSG00000105851_MONDO_0007254,0.0,0.0,0.0,0.5915811672212277,0.6864752351206994,0.0,0.0,CHEMBL3545366,ENSG00000105851,PIK3CG,MONDO_0007254,breast cancer,1,Small molecule,PI3-kinase class I inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000105851_MONDO_0007254_CHEMBL3545366
2241,ENSG00000105851_MONDO_0007254,0.0,0.0,0.0,0.5915811672212277,0.6864752351206994,0.0,0.0,CHEMBL3360203,ENSG00000105851,PIK3CG,MONDO_0007254,breast cancer,1,Small molecule,PI3-kinase class I inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000105851_MONDO_0007254_CHEMBL3360203
2243,ENSG00000105976_MONDO_0007254,0.0,0.0,0.0,0.18319258030918362,0.8711911776704461,0.0,0.0,CHEMBL3188267,ENSG00000105976,MET,MONDO_0007254,breast cancer,1,Small molecule,Hepatocyte growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000105976_MONDO_0007254_CHEMBL3188267
2286,ENSG00000106991_MONDO_0007254,0.0,0.0,0.0,0.07599134970145263,0.6826200587985972,0.0,0.0,CHEMBL2109321,ENSG00000106991,ENG,MONDO_0007254,breast cancer,1,Antibody,Endoglin inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000106991_MONDO_0007254_CHEMBL2109321
2245,ENSG00000105976_MONDO_0007254,0.0,0.0,0.0,0.18319258030918362,0.8711911776704461,0.0,0.0,CHEMBL601719,ENSG00000105976,MET,MONDO_0007254,breast cancer,1,Small molecule,Hepatocyte growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000105976_MONDO_0007254_CHEMBL601719
2249,ENSG00000105976_MONDO_0007254,0.0,0.0,0.0,0.18319258030918362,0.8711911776704461,0.0,0.0,CHEMBL3545307,ENSG00000105976,MET,MONDO_0007254,breast cancer,1,Small molecule,Hepatocyte growth factor receptor inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000105976_MONDO_0007254_CHEMBL3545307
2256,ENSG00000106348_MONDO_0007254,0.0,0.0,0.0,0.06079307976116211,0.2948464368416362,0.0,0.0,CHEMBL1643,ENSG00000106348,IMPDH1,MONDO_0007254,breast cancer,1,Small molecule,Inosine-5'-monophosphate dehydrogenase 1 inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000106348_MONDO_0007254_CHEMBL1643
678,ENSG00000197122_MONDO_0004975,0.0,0.0,0.0,0.14353921610274387,0.23778004682111178,0.0,0.0,CHEMBL1421,ENSG00000197122,SRC,MONDO_0004975,Alzheimer disease,1,Small molecule,SRC inhibitor,MONDO_0004975,Alzheimer disease,"['MONDO_0002025', 'EFO_0000618']",brain,32,Alzheimer disease,MONDO_0004975,ENSG00000197122_MONDO_0004975_CHEMBL1421
669,ENSG00000196591_MONDO_0004975,0.0,0.0,0.0,0.06079307976116211,0.18250399760753486,0.0,0.0,CHEMBL98,ENSG00000196591,HDAC2,MONDO_0004975,Alzheimer disease,1,Small molecule,Histone deacetylase 2 inhibitor,MONDO_0004975,Alzheimer disease,"['MONDO_0002025', 'EFO_0000618']",brain,32,Alzheimer disease,MONDO_0004975,ENSG00000196591_MONDO_0004975_CHEMBL98
666,ENSG00000187764_MONDO_0004975,0.0,0.0,0.0,0.06079307976116211,0.6589875416949798,0.0,0.0,CHEMBL4297884,ENSG00000187764,SEMA4D,MONDO_0004975,Alzheimer disease,1,Antibody,Semaphorin-4D inhibitor,MONDO_0004975,Alzheimer disease,"['MONDO_0002025', 'EFO_0000618']",brain,32,Alzheimer disease,MONDO_0004975,ENSG00000187764_MONDO_0004975_CHEMBL4297884
0,ENSG00000000938_MONDO_0004975,0.0,0.0,0.0,0.06079307976116211,0.0,0.0,0.0,CHEMBL1421,ENSG00000000938,FGR,MONDO_0004975,Alzheimer disease,1,Small molecule,SRC inhibitor,MONDO_0004975,Alzheimer disease,"['MONDO_0002025', 'EFO_0000618']",brain,32,Alzheimer disease,MONDO_0004975,ENSG00000000938_MONDO_0004975_CHEMBL1421
17695,ENSG00000095303_MONDO_0005148,0.0,0.0,0.0,0.9423678258618575,0.024317231904464845,0.0,0.0,CHEMBL563,ENSG00000095303,PTGS1,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,Cyclooxygenase inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000095303_MONDO_0005148_CHEMBL563
8112,ENSG00000064012_MONDO_0100096,0.0,0.0,0.0,0.06079307976116211,0.10017906057216101,0.0,0.0,CHEMBL197672,ENSG00000064012,CASP8,MONDO_0100096,COVID-19,1,Small molecule,Caspase inhibitor,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",blood,509,COVID-19,MONDO_0100096,ENSG00000064012_MONDO_0100096_CHEMBL197672
17688,ENSG00000091831_MONDO_0005148,0.0,0.0,0.0,0.07599134970145263,0.42377352833395665,0.0,0.0,CHEMBL135,ENSG00000091831,ESR1,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,Estrogen receptor alpha agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000091831_MONDO_0005148_CHEMBL135
17686,ENSG00000091831_MONDO_0005148,0.0,0.0,0.0,0.07599134970145263,0.42377352833395665,0.0,0.0,CHEMBL691,ENSG00000091831,ESR1,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,Estrogen receptor alpha agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000091831_MONDO_0005148_CHEMBL691
8127,ENSG00000065989_MONDO_0100096,0.0,0.0,0.0,0.5963036041593416,0.01823792392834863,0.0,0.0,CHEMBL628,ENSG00000065989,PDE4A,MONDO_0100096,COVID-19,1,Small molecule,"3',5'-cyclic phosphodiesterase inhibitor",MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",blood,509,COVID-19,MONDO_0100096,ENSG00000065989_MONDO_0100096_CHEMBL628
8036,ENSG00000022355_MONDO_0100096,0.0,0.0,0.0,0.8525047348840963,0.0,0.0,0.0,CHEMBL655,ENSG00000022355,GABRA1,MONDO_0100096,COVID-19,1,Small molecule,GABA-A receptor; anion channel positive allosteric modulator,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",respiratory system,6,COVID-19,MONDO_0100096,ENSG00000022355_MONDO_0100096_CHEMBL655
8256,ENSG00000073756_MONDO_0100096,0.0,0.0,0.0,0.8546670022666121,0.06746343156828963,0.0,0.0,CHEMBL139,ENSG00000073756,PTGS2,MONDO_0100096,COVID-19,1,Small molecule,Cyclooxygenase inhibitor,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",respiratory system,6,COVID-19,MONDO_0100096,ENSG00000073756_MONDO_0100096_CHEMBL139
17574,ENSG00000081248_MONDO_0005148,0.0,0.0,0.0,0.8537454099812628,0.0,0.0,0.0,CHEMBL6966,ENSG00000081248,CACNA1S,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,Voltage-gated L-type calcium channel blocker,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000081248_MONDO_0005148_CHEMBL6966
17570,ENSG00000077150_MONDO_0005148,0.0,0.0,0.0,0.06079307976116211,0.0547137717850459,0.0,0.0,CHEMBL3786673,ENSG00000077150,NFKB2,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,Nuclear factor NF-kappa-B complex inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000077150_MONDO_0005148_CHEMBL3786673
17562,ENSG00000074803_MONDO_0005148,0.0,0.0,0.0,0.45130418239362696,0.0,0.0,0.0,CHEMBL1072,ENSG00000074803,SLC12A1,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,Sodium-(potassium)-chloride cotransporter 2 inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000074803_MONDO_0005148_CHEMBL1072
17560,ENSG00000074803_MONDO_0005148,0.0,0.0,0.0,0.45130418239362696,0.0,0.0,0.0,CHEMBL1148,ENSG00000074803,SLC12A1,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,Sodium-(potassium)-chloride cotransporter 2 inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000074803_MONDO_0005148_CHEMBL1148
17544,ENSG00000073756_MONDO_0005148,0.0,0.0,0.0,0.9423678258618575,0.28950944612094187,0.015580850390104721,0.0,CHEMBL563,ENSG00000073756,PTGS2,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,Cyclooxygenase inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000073756_MONDO_0005148_CHEMBL563
8302,ENSG00000073756_MONDO_0100096,0.0,0.0,0.0,0.8546670022666121,0.06746343156828963,0.0,0.0,CHEMBL1034,ENSG00000073756,PTGS2,MONDO_0100096,COVID-19,1,Small molecule,Cyclooxygenase inhibitor,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",blood,509,COVID-19,MONDO_0100096,ENSG00000073756_MONDO_0100096_CHEMBL1034
17587,ENSG00000082175_MONDO_0005148,0.0,0.3661567194014793,0.0,0.07599134970145263,0.024317231904464845,0.0,0.0,CHEMBL1389,ENSG00000082175,PGR,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,Progesterone receptor agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000082175_MONDO_0005148_CHEMBL1389
8217,ENSG00000073417_MONDO_0100096,0.0,0.0,0.0,0.4794885296495658,0.0,0.0,0.0,CHEMBL628,ENSG00000073417,PDE8A,MONDO_0100096,COVID-19,1,Small molecule,"3',5'-cyclic phosphodiesterase inhibitor",MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",blood,509,COVID-19,MONDO_0100096,ENSG00000073417_MONDO_0100096_CHEMBL628
7807,ENSG00000003400_MONDO_0100096,0.0,0.0,0.0,0.06079307976116211,0.0,0.0,0.0,CHEMBL197672,ENSG00000003400,CASP10,MONDO_0100096,COVID-19,1,Small molecule,Caspase inhibitor,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",blood,509,COVID-19,MONDO_0100096,ENSG00000003400_MONDO_0100096_CHEMBL197672
17918,ENSG00000109320_MONDO_0005148,0.0,0.0,0.03600418087138938,0.06079307976116211,0.8449023881893638,0.0,0.0,CHEMBL3786673,ENSG00000109320,NFKB1,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,Nuclear factor NF-kappa-B complex inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000109320_MONDO_0005148_CHEMBL3786673
7832,ENSG00000007908_MONDO_0100096,0.0,0.0,0.0,0.06079307976116211,0.07185404288437355,0.0,0.0,CHEMBL3989971,ENSG00000007908,SELE,MONDO_0100096,COVID-19,1,Small molecule,Selectin E antagonist,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",blood,509,COVID-19,MONDO_0100096,ENSG00000007908_MONDO_0100096_CHEMBL3989971
7753,ENSG00000258947_MONDO_0018906,0.0,0.0,0.0,0.9118359732997403,0.12462581351038234,0.0,0.0,CHEMBL3301585,ENSG00000258947,TUBB3,MONDO_0018906,follicular lymphoma,1,Antibody,Tubulin inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000258947_MONDO_0018906_CHEMBL3301585
7774,ENSG00000261456_MONDO_0018906,0.0,0.0,0.0,0.9118359732997403,0.0,0.0,0.0,CHEMBL3301585,ENSG00000261456,TUBB8,MONDO_0018906,follicular lymphoma,1,Antibody,Tubulin inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000261456_MONDO_0018906_CHEMBL3301585
17819,ENSG00000102001_MONDO_0005148,0.0,0.0,0.0,0.8537454099812628,0.0,0.0,0.0,CHEMBL6966,ENSG00000102001,CACNA1F,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,Voltage-gated L-type calcium channel blocker,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000102001_MONDO_0005148_CHEMBL6966
7896,ENSG00000011677_MONDO_0100096,0.0,0.0,0.0,0.8525047348840963,0.0,0.0,0.0,CHEMBL655,ENSG00000011677,GABRA3,MONDO_0100096,COVID-19,1,Small molecule,GABA-A receptor; anion channel positive allosteric modulator,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",respiratory system,6,COVID-19,MONDO_0100096,ENSG00000011677_MONDO_0100096_CHEMBL655
17862,ENSG00000105675_MONDO_0005148,0.0,0.0,0.0,0.5492485886754993,0.0,0.0,0.0,CHEMBL1503,ENSG00000105675,ATP4A,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,Potassium-transporting ATPase inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000105675_MONDO_0005148_CHEMBL1503
17848,ENSG00000105409_MONDO_0005148,0.0,0.0,0.0,0.08654570382665439,0.0,0.0,0.0,CHEMBL1751,ENSG00000105409,ATP1A3,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,Sodium/potassium-transporting ATPase inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000105409_MONDO_0005148_CHEMBL1751
17840,ENSG00000103546_MONDO_0005148,0.0,0.43704145040299436,0.0,0.13678442946261474,0.1587374860430344,0.0,0.0,CHEMBL894,ENSG00000103546,SLC6A2,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,Norepinephrine transporter inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000103546_MONDO_0005148_CHEMBL894
8692,ENSG00000095464_MONDO_0100096,0.0,0.0,0.0,0.4794885296495658,0.0,0.0,0.0,CHEMBL628,ENSG00000095464,PDE6C,MONDO_0100096,COVID-19,1,Small molecule,"3',5'-cyclic phosphodiesterase inhibitor",MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",blood,509,COVID-19,MONDO_0100096,ENSG00000095464_MONDO_0100096_CHEMBL628
9062,ENSG00000104321_MONDO_0100096,0.0,0.0,0.0,0.06079307976116211,0.01823792392834863,0.0,0.0,CHEMBL256087,ENSG00000104321,TRPA1,MONDO_0100096,COVID-19,1,Small molecule,Transient receptor potential cation channel subfamily A member 1 opener,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",blood,509,COVID-19,MONDO_0100096,ENSG00000104321_MONDO_0100096_CHEMBL256087
17014,ENSG00000215644_MONDO_0005147,0.0,0.0,0.0,0.9204308360308037,0.0829420324026413,0.0,0.0,CHEMBL3707351,ENSG00000215644,GCGR,MONDO_0005147,type 1 diabetes mellitus,1,Small molecule,Glucagon receptor antagonist,MONDO_0005147,type 1 diabetes mellitus,"['OTAR_0000020', 'EFO_0001379', 'EFO_0000540', 'EFO_0009605', 'EFO_0010282']",pancreas,5,type 1 diabetes mellitus,MONDO_0005147,ENSG00000215644_MONDO_0005147_CHEMBL3707351
8428,ENSG00000082556_MONDO_0100096,0.0,0.0,0.0,0.17721182750378753,0.0,0.030365971981713924,0.0,CHEMBL1201149,ENSG00000082556,OPRK1,MONDO_0100096,COVID-19,1,Small molecule,Opioid receptors; mu/kappa/delta antagonist,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",lung,68,COVID-19,MONDO_0100096,ENSG00000082556_MONDO_0100096_CHEMBL1201149
17404,ENSG00000043591_MONDO_0005148,0.0,0.0,0.4080665819844268,0.5555595754944128,0.08268365456516055,0.0,0.0,CHEMBL1671,ENSG00000043591,ADRB1,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,Beta-1 adrenergic receptor antagonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000043591_MONDO_0005148_CHEMBL1671
8641,ENSG00000095303_MONDO_0100096,0.0,0.0,0.0,0.8544318805504201,0.0,0.0,0.0,CHEMBL139,ENSG00000095303,PTGS1,MONDO_0100096,COVID-19,1,Small molecule,Cyclooxygenase inhibitor,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",respiratory system,6,COVID-19,MONDO_0100096,ENSG00000095303_MONDO_0100096_CHEMBL139
17398,ENSG00000043591_MONDO_0005148,0.0,0.0,0.4080665819844268,0.5555595754944128,0.08268365456516055,0.0,0.0,CHEMBL27,ENSG00000043591,ADRB1,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,Beta-1 adrenergic receptor antagonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000043591_MONDO_0005148_CHEMBL27
17295,ENSG00000018625_MONDO_0005148,0.0,0.0,0.0,0.08654570382665439,0.0,0.0,0.0,CHEMBL1751,ENSG00000018625,ATP1A2,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,Sodium/potassium-transporting ATPase inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000018625_MONDO_0005148_CHEMBL1751
8607,ENSG00000095303_MONDO_0100096,0.0,0.0,0.0,0.8544318805504201,0.0,0.0,0.0,CHEMBL1034,ENSG00000095303,PTGS1,MONDO_0100096,COVID-19,1,Small molecule,Cyclooxygenase inhibitor,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",blood,509,COVID-19,MONDO_0100096,ENSG00000095303_MONDO_0100096_CHEMBL1034
17278,ENSG00000011677_MONDO_0005148,0.0,0.0,0.0,0.5910833581939199,0.0,0.0,0.0,CHEMBL655,ENSG00000011677,GABRA3,MONDO_0005148,type 2 diabetes mellitus,1,Small molecule,GABA-A receptor; anion channel positive allosteric modulator,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000011677_MONDO_0005148_CHEMBL655
