,id,name,therapeuticAreas,therapeuticAreas_text,cxg_matched_id
18052,EFO_0021192,X-04498 measurement,['EFO_0001444'],['measurement'],EFO_0021192
18053,EFO_0021337,X-12830 measurement,['EFO_0001444'],['measurement'],EFO_0021337
18054,EFO_0021384,phosphate-to-erythronate ratio,['EFO_0001444'],['measurement'],EFO_0021384
18055,EFO_0800188,1-stearoyl-GPI (18:0) measurement,['EFO_0001444'],['measurement'],EFO_0800188
18056,EFO_0800376,behenoyl sphingomyelin (d18:1/22:0) measurement,['EFO_0001444'],['measurement'],EFO_0800376
18057,EFO_0800449,1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6) measurement,['EFO_0001444'],['measurement'],EFO_0800449
18058,EFO_0800815,X-21442 measurement,['EFO_0001444'],['measurement'],EFO_0800815
18059,EFO_0801075,platelet-activating factor measurement,['EFO_0001444'],['measurement'],EFO_0801075
18060,EFO_0801613,gamma-aminobutyric acid receptor-associated protein-like 1 measurement,['EFO_0001444'],['measurement'],EFO_0801613
18061,EFO_0801745,killer cell immunoglobulin-like receptor 2DL5A measurement,['EFO_0001444'],['measurement'],EFO_0801745
18062,EFO_0802091,"steroidogenic acute regulatory protein, mitochondrial measurement",['EFO_0001444'],['measurement'],EFO_0802091
18063,EFO_0802094,stromal membrane-associated protein 1 measurement,['EFO_0001444'],['measurement'],EFO_0802094
18064,EFO_0802123,tensin-4 measurement,['EFO_0001444'],['measurement'],EFO_0802123
18065,EFO_0802141,transcription regulator protein BACH1 measurement,['EFO_0001444'],['measurement'],EFO_0802141
18066,EFO_0802217,vitrin measurement,['EFO_0001444'],['measurement'],EFO_0802217
18067,EFO_0802831,"oligoribonuclease, mitochondrial measurement",['EFO_0001444'],['measurement'],EFO_0802831
18068,EFO_0803211,U6 snRNA phosphodiesterase measurement,['EFO_0001444'],['measurement'],EFO_0803211
18069,EFO_0803308,v-set and immunoglobulin domain-containing protein 2 measurement,['EFO_0001444'],['measurement'],EFO_0803308
18070,EFO_1000111,Benign Kidney Neoplasm,"['EFO_0009690', 'MONDO_0045024']","['urinary system disease', 'cancer or benign tumor']",EFO_1000111
18071,EFO_1000239,Endometrial Small Cell Carcinoma,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0001379']","['reproductive system or breast disease', 'cancer or benign tumor', 'endocrine system disease']",MONDO_0006197
18072,EFO_1000421,Ovarian Granulosa Cell Tumor,"['OTAR_0000017', 'EFO_0001379', 'MONDO_0045024']","['reproductive system or breast disease', 'endocrine system disease', 'cancer or benign tumor']",EFO_1000421
18073,EFO_1000837,beriberi,['OTAR_0000020'],['nutritional or metabolic disease'],MONDO_0006676
18074,EFO_1000877,complex partial epilepsy,['EFO_0000618'],['nervous system disease'],MONDO_0006710
18075,EFO_1001147,reflex sympathetic dystrophy,['EFO_0000618'],['nervous system disease'],MONDO_0011441
18076,EFO_1001849,staphylococcal skin infections,"['MONDO_0100336', 'EFO_0005741']","['infectious disease or post-infectious disorder', 'infectious disease']",MONDO_0024313
18077,GO_0002526,acute inflammatory response,['GO_0008150'],['biological process'],GO_0002526
18078,GO_0009205,purine ribonucleoside triphosphate metabolic process,['GO_0008150'],['biological process'],GO_0009205
18079,GO_0045823,positive regulation of heart contraction,['GO_0008150'],['biological process'],GO_0045823
18080,HP_0001798,Anonychia,['EFO_0000651'],['phenotype'],HP_0001798
18081,HP_0005206,Pancreatic pseudocyst,['EFO_0000651'],['phenotype'],HP_0005206
18082,HP_0008936,Axial hypotonia,['EFO_0000651'],['phenotype'],HP_0008936
18083,HP_0011098,Speech apraxia,['EFO_0000651'],['phenotype'],HP_0011098
18084,MONDO_0000341,paralytic poliomyelitis,"['EFO_0005741', 'MONDO_0100336', 'EFO_0000618']","['infectious disease', 'infectious disease or post-infectious disorder', 'nervous system disease']",MONDO_0000341
18085,MONDO_0001161,schizoid personality disorder,['MONDO_0002025'],['psychiatric disorder'],MONDO_0001161
18086,MONDO_0001340,heart cancer,"['MONDO_0045024', 'EFO_0000319']","['cancer or benign tumor', 'cardiovascular disease']",MONDO_0001340
18087,MONDO_0001409,esophagitis,['EFO_0010282'],['gastrointestinal disease'],MONDO_0001409
18088,MONDO_0001627,dementia,"['MONDO_0002025', 'EFO_0000618']","['psychiatric disorder', 'nervous system disease']",MONDO_0001627
18089,MONDO_0003197,granular cell carcinoma,"['MONDO_0045024', 'EFO_0000618']","['cancer or benign tumor', 'nervous system disease']",MONDO_0003197
18090,MONDO_0004050,telangiectatic osteogenic sarcoma,"['OTAR_0000006', 'MONDO_0045024']","['musculoskeletal or connective tissue disease', 'cancer or benign tumor']",MONDO_0004050
18091,MONDO_0007627,focal facial dermal dysplasia type I,"['OTAR_0000018', 'EFO_0010285']","['genetic, familial or congenital disease', 'integumentary system disease']",MONDO_0007627
18092,MONDO_0007797,hypoparathyroidism-deafness-renal disease syndrome,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0007797
18093,MONDO_0008237,phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0008237
18094,MONDO_0008265,polycystic liver disease 1,"['OTAR_0000018', 'EFO_0001379', 'EFO_0010282']","['genetic, familial or congenital disease', 'endocrine system disease', 'gastrointestinal disease']",MONDO_0008265
18095,MONDO_0008509,distal symphalangism,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0008509
18096,MONDO_0008922,Sengers syndrome,"['OTAR_0000018', 'OTAR_0000020', 'EFO_0000319']","['genetic, familial or congenital disease', 'nutritional or metabolic disease', 'cardiovascular disease']",MONDO_0008922
18097,MONDO_0009200,eyebrow duplication-syndactyly syndrome,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0009200
18098,MONDO_0009260,GM1 gangliosidosis type 1,"['OTAR_0000006', 'OTAR_0000018', 'OTAR_0000020', 'MONDO_0024458']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'nutritional or metabolic disease', 'disorder of visual system']",MONDO_0009260
18099,MONDO_0009419,Woodhouse-Sakati syndrome,"['MONDO_0002025', 'OTAR_0000020', 'EFO_0009605', 'EFO_0000618', 'OTAR_0000017', 'OTAR_0000018', 'EFO_0001379', 'EFO_0010282']","['psychiatric disorder', 'nutritional or metabolic disease', 'pancreas disease', 'nervous system disease', 'reproductive system or breast disease', 'genetic, familial or congenital disease', 'endocrine system disease', 'gastrointestinal disease']",MONDO_0009419
18100,MONDO_0010002,Rothmund-Thomson syndrome,"['OTAR_0000018', 'MONDO_0045024', 'MONDO_0024458', 'EFO_0010285']","['genetic, familial or congenital disease', 'cancer or benign tumor', 'disorder of visual system', 'integumentary system disease']",MONDO_0010002
18101,MONDO_0010213,xeroderma pigmentosum group E,"['OTAR_0000018', 'OTAR_0000020', 'EFO_0010285']","['genetic, familial or congenital disease', 'nutritional or metabolic disease', 'integumentary system disease']",MONDO_0010213
18102,MONDO_0010382,fragile X-associated tremor/ataxia syndrome,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",MONDO_0010382
18103,MONDO_0010665,Wilson-Turner syndrome,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0010665
18104,MONDO_0011017,Naxos disease,"['OTAR_0000006', 'OTAR_0000018', 'EFO_0010285', 'EFO_0000319']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'integumentary system disease', 'cardiovascular disease']",MONDO_0011017
18105,MONDO_0011759,Hurler-Scheie syndrome,"['OTAR_0000006', 'OTAR_0000018', 'OTAR_0000020', 'MONDO_0024458']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'nutritional or metabolic disease', 'disorder of visual system']",MONDO_0011759
18106,MONDO_0012651,spastic ataxia 2,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",MONDO_0012651
18107,MONDO_0013286,"immunodeficiency, common variable, 6","['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']","['genetic, familial or congenital disease', 'cancer or benign tumor', 'immune system disease', 'hematologic disease']",MONDO_0013286
18108,MONDO_0013847,chromosome 16p11.2 duplication syndrome,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0013847
18109,MONDO_0014292,leukoencephalopathy with mild cerebellar ataxia and white matter edema,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",MONDO_0014292
18110,MONDO_0015286,congenital disorder of glycosylation,"['OTAR_0000018', 'OTAR_0000020']","['genetic, familial or congenital disease', 'nutritional or metabolic disease']",MONDO_0015286
18111,MONDO_0016200,qualitative or quantitative defects of glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,['EFO_0000618'],['nervous system disease'],MONDO_0016200
18112,MONDO_0016203,hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency,"['OTAR_0000018', 'OTAR_0000020']","['genetic, familial or congenital disease', 'nutritional or metabolic disease']",MONDO_0016203
18113,MONDO_0016837,16p13.11 microduplication syndrome,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0016837
18114,MONDO_0016922,partial duplication of chromosome 2,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0016922
18115,MONDO_0017267,self-healing collodion baby,"['OTAR_0000018', 'EFO_0010285']","['genetic, familial or congenital disease', 'integumentary system disease']",MONDO_0017267
18116,MONDO_0017478,"amelia of upper limb, unilateral","['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0017478
18117,MONDO_0017582,pituitary adenocarcinoma,"['OTAR_0000006', 'EFO_0000618', 'MONDO_0045024', 'EFO_0001379']","['musculoskeletal or connective tissue disease', 'nervous system disease', 'cancer or benign tumor', 'endocrine system disease']",MONDO_0017582
18118,MONDO_0017733,"alpha-mannosidosis, adult form","['OTAR_0000006', 'OTAR_0000018', 'OTAR_0000020', 'MONDO_0024458']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'nutritional or metabolic disease', 'disorder of visual system']",MONDO_0017733
18119,MONDO_0017951,trichorhinophalangeal syndrome,"['OTAR_0000006', 'OTAR_0000018', 'EFO_0010285']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'integumentary system disease']",MONDO_0017951
18120,MONDO_0017999,fatty acid hydroxylase-associated neurodegeneration,"['MONDO_0002025', 'OTAR_0000020', 'EFO_0000618', 'OTAR_0000018']","['psychiatric disorder', 'nutritional or metabolic disease', 'nervous system disease', 'genetic, familial or congenital disease']",MONDO_0017999
18121,MONDO_0018418,autosomal recessive spastic paraplegia type 66,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",MONDO_0018418
18122,MONDO_0018861,Zellweger-like syndrome without peroxisomal anomalies,"['OTAR_0000018', 'OTAR_0000020']","['genetic, familial or congenital disease', 'nutritional or metabolic disease']",MONDO_0018861
18123,MONDO_0018950,3-methylcrotonyl-CoA carboxylase deficiency,"['OTAR_0000018', 'OTAR_0000020']","['genetic, familial or congenital disease', 'nutritional or metabolic disease']",MONDO_0018950
18124,MONDO_0019460,acute leukemia of ambiguous lineage,"['OTAR_0000006', 'EFO_0005803', 'MONDO_0045024', 'EFO_0000540']","['musculoskeletal or connective tissue disease', 'hematologic disease', 'cancer or benign tumor', 'immune system disease']",MONDO_0019460
18125,MONDO_0019896,Kleefstra syndrome due to 9q34 microdeletion,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0019896
18126,MONDO_0020102,hereditary stomatocytosis,['EFO_0005803'],['hematologic disease'],MONDO_0020102
18127,MONDO_0020307,"benign childhood occipital epilepsy, Panayiotopoulos type",['EFO_0000618'],['nervous system disease'],MONDO_0020307
18128,MONDO_0020480,sulfite oxidase deficiency due to molybdenum cofactor deficiency,"['OTAR_0000018', 'OTAR_0000020', 'MONDO_0024458']","['genetic, familial or congenital disease', 'nutritional or metabolic disease', 'disorder of visual system']",MONDO_0020480
18129,MONDO_0021043,mixed neoplasm,['MONDO_0045024'],['cancer or benign tumor'],MONDO_0021043
18130,MONDO_0021246,pharynx neoplasm,['MONDO_0045024'],['cancer or benign tumor'],MONDO_0021246
18131,MONDO_0022762,chromosome 4 short arm deletion,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0022762
18132,MONDO_0024625,disorder of lacrimal gland,['MONDO_0024458'],['disorder of visual system'],MONDO_0024625
18133,MONDO_0024645,retroperitoneal neoplasm,['MONDO_0045024'],['cancer or benign tumor'],MONDO_0024645
18134,MONDO_0030861,"osteogenesis imperfecta, type 21","['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0030861
18135,MONDO_0100116,Middle East respiratory syndrome,"['MONDO_0100336', 'EFO_0005741', 'OTAR_0000010']","['infectious disease or post-infectious disorder', 'infectious disease', 'respiratory or thoracic disease']",MONDO_0100116
18136,MONDO_0100310,hereditary cerebellar ataxia,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",MONDO_0100310
18137,OBA_2040158,age of onset of systemic lupus erythematosus,['EFO_0001444'],['measurement'],OBA_2040158
18138,Orphanet_1338,Heart defect-tongue hamartoma-polysyndactyly syndrome,['OTAR_0000018'],"['genetic, familial or congenital disease']",Orphanet_1338
18139,Orphanet_1375,Cataract - hypertrichosis - intellectual disability,"['OTAR_0000018', 'MONDO_0024458']","['genetic, familial or congenital disease', 'disorder of visual system']",Orphanet_1375
18140,Orphanet_1380,Cataract - nephropathy - encephalopathy,"['OTAR_0000018', 'EFO_0009690']","['genetic, familial or congenital disease', 'urinary system disease']",Orphanet_1380
18141,Orphanet_171703,Microcephaly - polymicrogyria - corpus callosum agenesis,['OTAR_0000018'],"['genetic, familial or congenital disease']",Orphanet_171703
18142,Orphanet_2237,Hypoparathyroidism - deafness - renal disease,"['OTAR_0000018', 'EFO_0009690', 'EFO_0001379', 'EFO_0000618']","['genetic, familial or congenital disease', 'urinary system disease', 'endocrine system disease', 'nervous system disease']",Orphanet_2237
18143,Orphanet_2816,Spastic paraplegia - epilepsy - intellectual disability,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",Orphanet_2816
18144,Orphanet_3421,Cerebroretinal vasculopathy,"['OTAR_0000018', 'MONDO_0024458']","['genetic, familial or congenital disease', 'disorder of visual system']",Orphanet_3421
18145,Orphanet_67041,Hyaluronidase deficiency,"['OTAR_0000006', 'OTAR_0000018', 'OTAR_0000020', 'MONDO_0024458']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'nutritional or metabolic disease', 'disorder of visual system']",Orphanet_67041
18146,EFO_0000224,acute promyelocytic leukemia,"['OTAR_0000006', 'EFO_0005803', 'MONDO_0045024', 'EFO_0000540']","['musculoskeletal or connective tissue disease', 'hematologic disease', 'cancer or benign tumor', 'immune system disease']",MONDO_0012883
18147,EFO_0000384,Crohn's disease,"['OTAR_0000018', 'EFO_0000540', 'EFO_0010282']","['genetic, familial or congenital disease', 'immune system disease', 'gastrointestinal disease']",MONDO_0005011
18148,EFO_0001421,liver disease,"['EFO_0001379', 'EFO_0010282']","['endocrine system disease', 'gastrointestinal disease']",MONDO_0005154
18149,EFO_0004328,exercise test,['EFO_0001444'],['measurement'],EFO_0004328
18150,EFO_0004554,genomic measurement,['EFO_0001444'],['measurement'],EFO_0004554
18151,EFO_0004705,hypothyroidism,['EFO_0001379'],['endocrine system disease'],MONDO_0005420
18152,EFO_0005540,bile duct carcinoma,"['MONDO_0045024', 'EFO_0001379', 'EFO_0010282']","['cancer or benign tumor', 'endocrine system disease', 'gastrointestinal disease']",MONDO_0005496
18153,EFO_0005542,botulism,"['EFO_0005741', 'MONDO_0100336', 'EFO_0000618']","['infectious disease', 'infectious disease or post-infectious disorder', 'nervous system disease']",MONDO_0005498
18154,EFO_0005616,coronary artery raised atherosclerotic lesion,['EFO_0000651'],['phenotype'],EFO_0005616
18155,EFO_0006321,antidepressant-induced dizziness,['EFO_0000651'],['phenotype'],EFO_0006321
18156,EFO_0006332,serum iron measurement,['EFO_0001444'],['measurement'],EFO_0006332
18157,EFO_0006501,carotid plaque build,['EFO_0001444'],['measurement'],EFO_0006501
18158,EFO_0007049,gliadin seropositivity,['EFO_0001444'],['measurement'],EFO_0007049
18159,EFO_0007144,amebiasis,"['MONDO_0100336', 'EFO_0005741']","['infectious disease or post-infectious disorder', 'infectious disease']",MONDO_0005644
18160,EFO_0007299,hemorrhagic fever with renal syndrome,"['MONDO_0100336', 'EFO_0005741', 'EFO_0009690']","['infectious disease or post-infectious disorder', 'infectious disease', 'urinary system disease']",EFO_0007299
18161,EFO_0007309,Herpesviridae infectious disease,"['MONDO_0100336', 'EFO_0005741']","['infectious disease or post-infectious disorder', 'infectious disease']",MONDO_0005794
18162,EFO_0007471,rhinosporidiosis,"['MONDO_0100336', 'EFO_0005741']","['infectious disease or post-infectious disorder', 'infectious disease']",MONDO_0005946
18163,EFO_0007591,bone mineral accretion measurement,['EFO_0001444'],['measurement'],EFO_0007591
18164,EFO_0007923,response to terbinafine,['GO_0008150'],['biological process'],EFO_0007923
18165,EFO_0008194,kallikrein-12 measurement,['EFO_0001444'],['measurement'],EFO_0008194
18166,EFO_0008568,Sleep Disorder,"['MONDO_0002025', 'EFO_0000618']","['psychiatric disorder', 'nervous system disease']",MONDO_0100081
18167,EFO_0009460,ACPA-negative rheumatoid arthritis,"['OTAR_0000006', 'EFO_0000540']","['musculoskeletal or connective tissue disease', 'immune system disease']",EFO_0009460
18168,EFO_0010076,femoral neck size,['EFO_0001444'],['measurement'],EFO_0010076
18169,EFO_0010120,fasting blood glucose change measurement,['EFO_0001444'],['measurement'],EFO_0010120
18170,EFO_0010900,anti-polyomavirus 2 antibody measurement,['EFO_0001444'],['measurement'],EFO_0010900
18171,EFO_0020282,complement component C9 measurement,['EFO_0001444'],['measurement'],EFO_0020282
18172,EFO_0020305,cytokine receptor-like factor 1:cardiotrophin-like cytokine factor 1 complex measurement,['EFO_0001444'],['measurement'],EFO_0020305
18173,EFO_0020428,growth/differentiation factor 2 measurement,['EFO_0001444'],['measurement'],EFO_0020428
18174,EFO_0020869,glycerophospholipid change measurement,['EFO_0001444'],['measurement'],EFO_0020869
18175,EFO_0020895,serum albumin change measurement,['EFO_0001444'],['measurement'],EFO_0020895
18176,EFO_0020950,apolipoprotein C measurement,['EFO_0001444'],['measurement'],EFO_0020950
18177,EFO_0021312,X-12465 measurement,['EFO_0001444'],['measurement'],EFO_0021312
18178,EFO_0021394,ADSGEGDFXAEGGGVR-to-ADpSGEGDFXAEGGGVR ratio,['EFO_0001444'],['measurement'],EFO_0021394
18179,EFO_0021724,3-Indolepropionic acid to LysoPC 20:2 ratio,['EFO_0001444'],['measurement'],EFO_0021724
18180,EFO_0800035,indoleacetylglutamine measurement,['EFO_0001444'],['measurement'],EFO_0800035
18181,EFO_0800076,tyramine O-sulfate measurement,['EFO_0001444'],['measurement'],EFO_0800076
18182,EFO_0800102,1-carboxyethyltyrosine measurement,['EFO_0001444'],['measurement'],EFO_0800102
18183,EFO_0800324,1-(1-enyl-oleoyl)-GPC (P-18:1) measurement,['EFO_0001444'],['measurement'],EFO_0800324
18184,EFO_0800428,N-palmitoyl-sphinganine (d18:0/16:0) measurement,['EFO_0001444'],['measurement'],EFO_0800428
18185,EFO_0800448,1-margaroyl-2-docosahexaenoyl-GPC (17:0/22:6) measurement,['EFO_0001444'],['measurement'],EFO_0800448
18186,EFO_0800614,linoleate (18:2n6) measurement,['EFO_0001444'],['measurement'],EFO_0800614
18187,EFO_0801246,phosphatidylcholine diacyl C28:1 measurement,['EFO_0001444'],['measurement'],EFO_0801246
18188,EFO_0801788,matrilin-4 measurement,['EFO_0001444'],['measurement'],EFO_0801788
18189,EFO_0802014,rho guanine nucleotide exchange factor 10 measurement,['EFO_0001444'],['measurement'],EFO_0802014
18190,EFO_0802103,SUN domain-containing protein 5 measurement,['EFO_0001444'],['measurement'],EFO_0802103
18191,EFO_0802984,putative uncharacterized protein PQLC2L measurement,['EFO_0001444'],['measurement'],EFO_0802984
18192,EFO_1000023,chronic cystitis,['EFO_0009690'],['urinary system disease'],MONDO_0006030
18193,EFO_1000336,Lung Sarcomatoid Carcinoma,"['OTAR_0000010', 'MONDO_0045024']","['respiratory or thoracic disease', 'cancer or benign tumor']",MONDO_0006279
18194,EFO_1000590,Thyroid Gland Mucoepidermoid Carcinoma,"['MONDO_0045024', 'EFO_0001379']","['cancer or benign tumor', 'endocrine system disease']",MONDO_0006463
18195,EFO_1000692,epidermolysis bullosa dystrophica,"['OTAR_0000018', 'EFO_0010285']","['genetic, familial or congenital disease', 'integumentary system disease']",MONDO_0006543
18196,EFO_1000766,skin atrophy,['EFO_0010285'],['integumentary system disease'],MONDO_0006610
18197,EFO_1000883,coronary thrombosis,['EFO_0000319'],['cardiovascular disease'],MONDO_0006716
18198,EFO_1001087,parathyroid adenoma,"['MONDO_0045024', 'EFO_0001379']","['cancer or benign tumor', 'endocrine system disease']",MONDO_0006890
18199,EFO_1001324,Fascioliasis,"['MONDO_0100336', 'EFO_0005741']","['infectious disease or post-infectious disorder', 'infectious disease']",MONDO_0004668
18200,EFO_1001367,Medial Tibial Stress Syndrome,['OTAR_0000006'],['musculoskeletal or connective tissue disease'],EFO_1001367
18201,EFO_1001875,amyloidosis,['OTAR_0000020'],['nutritional or metabolic disease'],MONDO_0019065
18202,EFO_1002050,nephritis,['EFO_0009690'],['urinary system disease'],MONDO_0001166
18203,GO_0002695,negative regulation of leukocyte activation,['GO_0008150'],['biological process'],GO_0002695
18204,GO_0046655,folic acid metabolic process,['GO_0008150'],['biological process'],GO_0046655
18205,GO_0072521,purine-containing compound metabolic process,['GO_0008150'],['biological process'],GO_0072521
18206,HP_0000396,Overfolded helix,['EFO_0000651'],['phenotype'],HP_0000396
18207,HP_0000960,Sacral dimple,['EFO_0000651'],['phenotype'],HP_0000960
18208,HP_0001007,Hirsutism,['EFO_0000651'],['phenotype'],HP_0001007
18209,HP_0001276,Hypertonia,['EFO_0000651'],['phenotype'],HP_0001276
18210,HP_0003282,Low alkaline phosphatase,['EFO_0000651'],['phenotype'],HP_0003282
18211,HP_0004743,Chronic tubulointerstitial nephritis,['EFO_0000651'],['phenotype'],HP_0004743
18212,HP_0009908,Anterior creases of earlobe,['EFO_0000651'],['phenotype'],HP_0009908
18213,HP_0011451,Primary microcephaly,['EFO_0000651'],['phenotype'],HP_0011451
18214,MONDO_0000486,craniofacial dystonia,['EFO_0000618'],['nervous system disease'],MONDO_0000486
18215,MONDO_0000701,ischemic colitis,"['OTAR_0000018', 'EFO_0000540', 'EFO_0000319', 'EFO_0010282']","['genetic, familial or congenital disease', 'immune system disease', 'cardiovascular disease', 'gastrointestinal disease']",MONDO_0000701
18216,MONDO_0001056,gastric cancer,"['MONDO_0045024', 'EFO_0010282']","['cancer or benign tumor', 'gastrointestinal disease']",MONDO_0001056
18217,MONDO_0002527,keratoacanthoma,"['MONDO_0045024', 'EFO_0010285']","['cancer or benign tumor', 'integumentary system disease']",MONDO_0002527
18218,MONDO_0002629,bone osteosarcoma,"['OTAR_0000006', 'MONDO_0045024']","['musculoskeletal or connective tissue disease', 'cancer or benign tumor']",MONDO_0002629
18219,MONDO_0003892,acinar lung adenocarcinoma,"['OTAR_0000010', 'MONDO_0045024']","['respiratory or thoracic disease', 'cancer or benign tumor']",MONDO_0003892
18220,MONDO_0007403,inherited Creutzfeldt-Jakob disease,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0005741', 'MONDO_0100336', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'infectious disease', 'infectious disease or post-infectious disorder', 'nervous system disease']",MONDO_0007403
18221,MONDO_0007738,spondyloepiphyseal dysplasia with congenital joint dislocations,"['OTAR_0000006', 'OTAR_0000018', 'OTAR_0000020']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'nutritional or metabolic disease']",MONDO_0007738
18222,MONDO_0007979,metachondromatosis,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0007979
18223,MONDO_0008754,alopecia - contractures - dwarfism - intellectual disability syndrome,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618', 'EFO_0010285']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease', 'integumentary system disease']",MONDO_0008754
18224,MONDO_0009015,corneal dystrophy-perceptive deafness syndrome,['MONDO_0024458'],['disorder of visual system'],MONDO_0009015
18225,MONDO_0009167,Bonnemann-Meinecke-Reich syndrome,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0009167
18226,MONDO_0009188,epilepsy-telangiectasia syndrome,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0009188
18227,MONDO_0009218,Farber lipogranulomatosis,"['OTAR_0000018', 'OTAR_0000020', 'EFO_0010285']","['genetic, familial or congenital disease', 'nutritional or metabolic disease', 'integumentary system disease']",MONDO_0009218
18228,MONDO_0009397,neonatal severe primary hyperparathyroidism,"['OTAR_0000006', 'OTAR_0000018', 'MONDO_0045024', 'EFO_0001379']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'cancer or benign tumor', 'endocrine system disease']",MONDO_0009397
18229,MONDO_0009505,lactic aciduria due to D-lactic acid,"['OTAR_0000018', 'OTAR_0000020']","['genetic, familial or congenital disease', 'nutritional or metabolic disease']",MONDO_0009505
18230,MONDO_0009635,microvillus inclusion disease,"['OTAR_0000018', 'EFO_0010282']","['genetic, familial or congenital disease', 'gastrointestinal disease']",MONDO_0009635
18231,MONDO_0010840,pachygyria-intellectual disability-epilepsy syndrome,"['MONDO_0002025', 'EFO_0000618']","['psychiatric disorder', 'nervous system disease']",MONDO_0010840
18232,MONDO_0010858,macrocephaly-spastic paraplegia-dysmorphism syndrome,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0010858
18233,MONDO_0011166,lymphedema-atrial septal defects-facial changes syndrome,"['EFO_0000540', 'EFO_0005803', 'EFO_0000319']","['immune system disease', 'hematologic disease', 'cardiovascular disease']",MONDO_0011166
18234,MONDO_0011819,spinocerebellar ataxia type 19/22,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0011819
18235,MONDO_0012269,chromosome 3q29 microdeletion syndrome,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0012269
18236,MONDO_0012916,chromosome 2p16.1-p15 deletion syndrome,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0012916
18237,MONDO_0013047,glycogen storage disease due to lactate dehydrogenase M-subunit deficiency,"['OTAR_0000006', 'OTAR_0000018', 'OTAR_0000020']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'nutritional or metabolic disease']",MONDO_0013047
18238,MONDO_0016296,holoprosencephaly,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0001379', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'endocrine system disease', 'nervous system disease']",MONDO_0016296
