,drugName,drugid,description,drugtype,maxPhase,withdrawn,blackBox,approvalYear,list_targets,list_diseases,has_any_sc_evidence,has_any_genetic_evidence,num_indications,mechanism,action_type,target_type
1710,GLEMBATUMUMAB,CHEMBL2108707,Antibody drug with a maximum clinical trial phase of I (across all indications) and has 2 investigational indications.,,1.0,,False,no approval year,['ENSG00000136235'],"['EFO_0000756', 'MONDO_0007254']",True,False,2,Transmembrane glycoprotein NMB binding agent ,BINDING AGENT ,single protein 
1711,TIPIRACIL,CHEMBL235668,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2015 and is indicated for colorectal adenocarcinoma and has 20 investigational indications.,,4.0,,False,2015,['ENSG00000025708'],"['MONDO_0044937', 'MONDO_0001187', 'EFO_0000365', 'EFO_0003869', 'EFO_1001949', 'EFO_0005221', 'EFO_1000657', 'EFO_0000616', 'EFO_0000365', 'EFO_1000657', 'EFO_0002618', 'EFO_0000708', 'MONDO_0001056', 'MONDO_0005575', 'EFO_1001951', 'MONDO_0021063', 'EFO_0003860', 'EFO_0004142', 'MONDO_0007254', 'EFO_0000702', 'EFO_0004252']",True,False,21,Thymidine phosphorylase inhibitor ,INHIBITOR ,single protein 
1712,BAMOCAFTOR,CHEMBL4297849,Small molecule drug with a maximum clinical trial phase of III and has 1 investigational indication.,,3.0,,False,no approval year,['ENSG00000001626'],['MONDO_0009061'],False,True,1,Cystic fibrosis transmembrane conductance regulator positive modulator ,POSITIVE MODULATOR ,single protein 
1713,RADAVIRSEN,CHEMBL4297897,Oligonucleotide drug with a maximum clinical trial phase of I and has 1 investigational indication.,,1.0,,False,no approval year,[],['EFO_0007328'],False,False,1,,,
1714,IMLIFIDASE,CHEMBL4297981,Enzyme drug with a maximum clinical trial phase of IV (across all indications) and is indicated for immune system disease and has 4 investigational indications.,,4.0,,False,no approval year,[],"['EFO_0000540', 'EFO_0007290', 'EFO_0003884', 'EFO_0007160', 'EFO_0004599']",False,False,5,,,
1715,ADENOSINE,CHEMBL477,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1989 and has 3 approved and 18 investigational indications.,,4.0,,False,1989,"['ENSG00000163485', 'ENSG00000170425', 'ENSG00000282608', 'ENSG00000128271']","['EFO_0000556', 'EFO_1001450', 'EFO_0008583', 'EFO_1000637', 'MONDO_0006715', 'EFO_0008585', 'EFO_0003843', 'EFO_0000318', 'EFO_0000612', 'EFO_0000275', 'EFO_0000095', 'EFO_0009493', 'MONDO_0004992', 'EFO_0001645', 'EFO_0000319', 'EFO_1002000', 'EFO_0000616', 'EFO_1001375', 'EFO_0005306', 'EFO_0003913', 'MP_0001845']",True,True,21,Adenosine receptor agonist ,AGONIST ,protein family 
1716,TEMAZEPAM,CHEMBL967,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1981 and is indicated for insomnia and has 4 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,1981,"['ENSG00000022355', 'ENSG00000145864', 'ENSG00000113327', 'ENSG00000166206', 'ENSG00000109158', 'ENSG00000182256', 'ENSG00000268089', 'ENSG00000011677', 'ENSG00000094755', 'ENSG00000187730', 'ENSG00000163285', 'ENSG00000163288', 'ENSG00000102287', 'ENSG00000151834', 'ENSG00000186297', 'ENSG00000145863']","['EFO_0005230', 'EFO_0004698', 'EFO_0000341', 'MONDO_0002050', 'MONDO_0005090']",True,False,5,GABA-A receptor; anion channel positive allosteric modulator ,POSITIVE ALLOSTERIC MODULATOR ,protein complex group 
1717,FOLITIXORIN,CHEMBL117348,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 3 investigational indications.,,3.0,,False,no approval year,[],"['MONDO_0007254', 'MONDO_0021063', 'EFO_1000657']",False,False,3,,,
1718,BIVALIRUDIN,CHEMBL2103749,Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2000 and has 4 approved and 11 investigational indications.,,4.0,,False,2000,['ENSG00000180210'],"['HP_0004419', 'HP_0001871', 'EFO_0008583', 'EFO_0000266', 'HP_0001873', 'EFO_0000713', 'EFO_1000985', 'EFO_0003777', 'EFO_0005672', 'MP_0001914', 'EFO_0003907', 'EFO_0000612', 'EFO_0001645', 'EFO_0000319', 'MONDO_0000831']",False,False,15,Thrombin inhibitor ,INHIBITOR ,single protein 
1719,DILMAPIMOD,CHEMBL2103838,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 5 investigational indications.,,2.0,,False,no approval year,['ENSG00000112062'],"['EFO_0004610', 'EFO_0001645', 'EFO_0005762', 'EFO_0000341', 'EFO_0000685']",False,False,5,MAP kinase p38 alpha inhibitor ,INHIBITOR ,single protein 
1720,LABETUZUMAB,CHEMBL2108501,Antibody drug with a maximum clinical trial phase of II (across all indications) and has 7 investigational indications.,,2.0,,False,no approval year,['ENSG00000105388'],"['EFO_1000657', 'EFO_1001951', 'MONDO_0007254', 'EFO_0000365', 'EFO_0004142', 'MONDO_0021063', 'EFO_0003860']",False,False,7,Carcinoembryonic antigen-related cell adhesion molecule 5 other ,OTHER ,single protein 
1721,APIXABAN,CHEMBL231779,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2012 and has 7 approved and 21 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,2012,['ENSG00000126218'],"['EFO_0003884', 'EFO_0003144', 'EFO_0009314', 'EFO_0000266', 'MONDO_0000831', 'EFO_1002000', 'MONDO_0004992', 'HP_0002140', 'EFO_0003907', 'EFO_0004286', 'MP_0001914', 'HP_0000083', 'EFO_0000556', 'EFO_0004255', 'EFO_0003827', 'EFO_0001422', 'EFO_0003911', 'MONDO_0011382', 'HP_0001907', 'EFO_0005672', 'EFO_0000220', 'EFO_0010680', 'HP_0004419', 'EFO_0000275', 'HP_0001655', 'HP_0004936', 'EFO_0000712', 'MONDO_0100096']",False,False,28,Coagulation factor X inhibitor ,INHIBITOR ,single protein 
1722,LUMINESPIB,CHEMBL252164,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 13 investigational indications.,,2.0,,False,no approval year,"['ENSG00000080824', 'ENSG00000096384']","['EFO_0000574', 'EFO_0000571', 'EFO_0003060', 'EFO_0000708', 'EFO_0000616', 'EFO_0001378', 'MONDO_0001056', 'EFO_0000365', 'EFO_0004251', 'MONDO_0011719', 'MONDO_0021063', 'EFO_1000657', 'MONDO_0007254']",True,False,13,Heat shock protein HSP90 inhibitor ,INHIBITOR ,protein family 
1723,MSC-2364447,CHEMBL3545193,Small molecule drug with a maximum clinical trial phase of I and has 1 investigational indication.,,1.0,,False,no approval year,['ENSG00000010671'],['MONDO_0007915'],False,False,1,Tyrosine-protein kinase BTK inhibitor ,INHIBITOR ,single protein 
1724,LB-100,CHEMBL4297300,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 5 investigational indications.,,2.0,,False,no approval year,"['ENSG00000104695', 'ENSG00000011485', 'ENSG00000113575']","['MONDO_0004992', 'EFO_0000632', 'EFO_0000198', 'EFO_0000702', 'EFO_0000519']",True,False,5,"Serine/threonine protein phosphatase 2A, catalytic subunit, beta isoform inhibitor Serine/threonine-protein phosphatase 5 inhibitor Serine/threonine protein phosphatase 2A, catalytic subunit, alpha isoform inhibitor ",INHIBITOR ,single protein 
1725,LURBINECTEDIN,CHEMBL4297516,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2020 and is indicated for neoplasm and small cell lung carcinoma and has 16 investigational indications.,,4.0,,False,2020,[],"['MONDO_0024503', 'EFO_0000178', 'EFO_0003060', 'EFO_0002618', 'EFO_0001075', 'MONDO_0008170', 'EFO_0000616', 'EFO_1001951', 'EFO_0000519', 'EFO_0000564', 'EFO_0000174', 'EFO_0000691', 'EFO_0000702', 'EFO_0000770', 'EFO_0000565', 'EFO_1001512', 'MONDO_0007254', 'EFO_0000588']",False,False,18,,,
1726,ELGEMTUMAB,CHEMBL4298013,Antibody drug with a maximum clinical trial phase of I (across all indications) and has 3 investigational indications.,,1.0,,False,no approval year,['ENSG00000065361'],"['EFO_0000181', 'EFO_0005922', 'MONDO_0007254']",False,False,3,Receptor tyrosine-protein kinase erbB-3 inhibitor ,INHIBITOR ,single protein 
1727,LAZERTINIB,CHEMBL4558324,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 4 investigational indications.,,3.0,,False,no approval year,['ENSG00000146648'],"['MONDO_0021117', 'EFO_0001421', 'MONDO_0004992', 'EFO_0003060']",False,True,4,Epidermal growth factor receptor erbB1 inhibitor ,INHIBITOR ,single protein 
1728,ATULIFLAPON,CHEMBL4802195,Unknown drug with a maximum clinical trial phase of II (across all indications) and has 5 investigational indications.,,2.0,,False,no approval year,[],"['EFO_0005672', 'EFO_0003884', 'MONDO_0004979', 'EFO_0001645', 'EFO_0000319']",False,False,5,,,
1729,CYTARABINE,CHEMBL803,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1969 and has 10 approved and 68 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,1969,"['ENSG00000101868', 'ENSG00000175482', 'ENSG00000077514', 'ENSG00000062822', 'ENSG00000106628', 'ENSG00000177084', 'ENSG00000014138', 'ENSG00000198056', 'ENSG00000146143', 'ENSG00000100479', 'ENSG00000148229']","['MONDO_0044881', 'EFO_0000339', 'EFO_0000309', 'EFO_1001779', 'MONDO_0019460', 'EFO_0003811', 'EFO_1000781', 'EFO_0000220', 'MONDO_0001475', 'EFO_0003028', 'EFO_0000096', 'MONDO_0007915', 'EFO_0003025', 'EFO_0000095', 'EFO_0000519', 'EFO_0007498', 'EFO_1001257', 'MONDO_0008315', 'EFO_0000691', 'EFO_0000211', 'MONDO_0044903', 'MONDO_0018906', 'EFO_0000223', 'EFO_0003802', 'MONDO_0000870', 'EFO_0000574', 'EFO_0002939', 'EFO_0004991', 'EFO_0006475', 'EFO_0003833', 'MONDO_0044917', 'EFO_0000198', 'EFO_0009538', 'EFO_0004191', 'EFO_0002429', 'EFO_0001378', 'EFO_0003029', 'EFO_1001052', 'MONDO_0013730', 'EFO_1001365', 'EFO_1000131', 'EFO_0002428', 'EFO_1001012', 'EFO_0000094', 'EFO_0000183', 'EFO_1000823', 'MONDO_0000873', 'MONDO_0009348', 'EFO_0004256', 'EFO_0000616', 'EFO_0003929', 'EFO_1000318', 'EFO_0000209', 'EFO_0000218', 'EFO_0000756', 'EFO_0000403', 'EFO_0000221', 'EFO_1000158', 'EFO_0000222', 'EFO_1000309', 'MONDO_0019471', 'EFO_0003884', 'EFO_0004289', 'MONDO_0004992', 'EFO_0003027', 'EFO_0000222', 'EFO_0001068', 'MONDO_0007254', 'EFO_0000565', 'EFO_0000224', 'EFO_1001469', 'EFO_1000286', 'EFO_0003032', 'EFO_0000479', 'EFO_0004251', 'EFO_0005952', 'EFO_1001383', 'MONDO_0008170']",True,True,78,DNA polymerase (alpha/delta/epsilon) inhibitor ,INHIBITOR ,protein family 
1730,TORSEMIDE,CHEMBL1148,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1993 and has 6 approved and 2 investigational indications.,,4.0,,False,1993,['ENSG00000074803'],"['EFO_0000712', 'EFO_0000612', 'EFO_0000373', 'EFO_0003144', 'EFO_0000319', 'MONDO_0005148', 'EFO_0000668', 'EFO_0000537']",False,False,8,Sodium-(potassium)-chloride cotransporter 2 inhibitor ,INHIBITOR ,single protein 
1731,ATAZANAVIR,CHEMBL1163,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2003 and has 4 approved and 6 investigational indications.,,4.0,,False,2003,[],"['EFO_0000763', 'EFO_0000544', 'EFO_0000764', 'EFO_0000180', 'EFO_0000765', 'MONDO_0100096', 'EFO_0000764', 'MONDO_0005147', 'EFO_0001642', 'EFO_0000180']",False,False,10,Human immunodeficiency virus type 1 protease inhibitor ,INHIBITOR ,single protein 
1732,TRIPTORELIN PAMOATE,CHEMBL1200554,Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2000 and has 4 approved and 3 investigational indications.,,4.0,,False,2000,['ENSG00000109163'],"['EFO_0001065', 'MONDO_0008315', 'EFO_0001663', 'EFO_0000673', 'MONDO_0000088', 'EFO_0009029', 'MONDO_0007254']",False,False,7,Gonadotropin-releasing hormone receptor agonist ,AGONIST ,single protein 
1733,SOLITHROMYCIN,CHEMBL1232510,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 5 investigational indications.,,3.0,,False,no approval year,[],"['EFO_1001249', 'EFO_0000341', 'DOID_7551', 'EFO_1001272', 'EFO_0000771']",False,False,5,,,
1734,MITOXANTRONE HYDROCHLORIDE,CHEMBL1417019,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1987 and has 5 approved and 36 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,1987,['ENSG00000131747'],"['EFO_0001663', 'EFO_0000211', 'MONDO_0015760', 'MONDO_0019472', 'EFO_0000565', 'EFO_0000182', 'MONDO_0005301', 'EFO_0004289', 'MONDO_0008170', 'EFO_0003843', 'EFO_0000220', 'MONDO_0018906', 'EFO_0000616', 'EFO_0004251', 'EFO_0000673', 'EFO_0003929', 'EFO_0000196', 'EFO_0000221', 'EFO_0005952', 'EFO_1001830', 'EFO_1001469', 'EFO_0008522', 'MONDO_0004992', 'EFO_0000224', 'EFO_0000339', 'EFO_0000095', 'MONDO_0008315', 'MONDO_0008315', 'EFO_0000222', 'EFO_0000178', 'EFO_0006859', 'EFO_0000198', 'MONDO_0007254', 'EFO_1000286', 'EFO_0000574', 'MONDO_0001023', 'EFO_0001378', 'MONDO_0019460', 'MONDO_0000873', 'EFO_1001052', 'EFO_0000403']",False,False,41,DNA topoisomerase II alpha inhibitor ,INHIBITOR ,single protein 
1735,HEPATITIS B VIRUS VACCINE INACTIVATED,CHEMBL2109163,Unknown drug with a maximum clinical trial phase of III (across all indications) and has 6 investigational indications.,,3.0,,False,no approval year,[],"['EFO_1001476', 'EFO_0004197', 'EFO_0001668', 'EFO_0001068', 'EFO_0000764', 'EFO_0003884']",False,False,6,,,
1736,PELAREOREP,CHEMBL3545069,Unknown drug with a maximum clinical trial phase of III (across all indications) and has 7 investigational indications.,,3.0,,False,no approval year,[],"['EFO_0002617', 'EFO_0000708', 'EFO_0000389', 'MONDO_0007254', 'EFO_0001378', 'EFO_0005537', 'EFO_0000707']",False,False,7,,,
1737,HEMAY-022,CHEMBL3545111,Small molecule drug with a maximum clinical trial phase of III and has 1 investigational indication.,,3.0,,False,no approval year,['ENSG00000141736'],['MONDO_0007254'],False,False,1,Receptor protein-tyrosine kinase erbB-2 inhibitor ,INHIBITOR ,single protein 
1738,ISOFLAVONE,CHEMBL366460,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 6 investigational indications.,,3.0,,False,no approval year,[],"['EFO_0006859', 'EFO_0003922', 'EFO_0000571', 'EFO_0003884', 'MONDO_0007254', 'MONDO_0008315']",False,False,6,,,
1739,GREMUBAMAB,CHEMBL4298031,Antibody drug with a maximum clinical trial phase of II and has 1 investigational indication.,,2.0,,False,no approval year,[],['EFO_0003106'],False,False,1,Low calcium response locus protein V inhibitor ,INHIBITOR ,single protein 
1740,DASIGLUCAGON HYDROCHLORIDE,CHEMBL4650274,Unknown drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2021 and is indicated for type 1 diabetes mellitus and hypoglycemia.,,4.0,,False,2021,['ENSG00000215644'],"['MONDO_0005147', 'HP_0001943']",False,False,2,Glucagon receptor agonist ,AGONIST ,single protein 
1741,AUMOLERTINIB,CHEMBL4761468,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 8 investigational indications.,,3.0,,False,no approval year,['ENSG00000146648'],"['EFO_0001421', 'EFO_0003060', 'MONDO_0008903', 'EFO_0000707', 'EFO_0000571', 'EFO_0000313', 'MONDO_0004992', 'EFO_0000616']",False,True,8,Epidermal growth factor receptor erbB1 inhibitor ,INHIBITOR ,single protein 
1742,ALENDRONATE SODIUM,CHEMBL675,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1995 and has 4 approved and 2 investigational indications.,,4.0,,False,1995,['ENSG00000160752'],"['MONDO_0007254', 'EFO_0003762', 'EFO_0000589', 'EFO_0003882', 'EFO_0003854', 'EFO_0004261']",True,False,6,Farnesyl diphosphate synthase inhibitor ,INHIBITOR ,single protein 
1743,FOSCARNET SODIUM,CHEMBL754,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1991 and has 3 approved and 4 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,1991,[],"['MONDO_0013730', 'EFO_1002022', 'EFO_0000764', 'MONDO_0003778', 'EFO_0010282', 'EFO_0003106', 'EFO_1001302']",False,False,7,Human herpesvirus 1 DNA polymerase inhibitor ,INHIBITOR ,single protein 
1744,OMALIZUMAB,CHEMBL1201589,Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2003 and has 3 approved and 22 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,2003,['ENSG00000211891'],"['EFO_0007486', 'MONDO_0021063', 'EFO_0000274', 'EFO_0007187', 'EFO_0009482', 'Orphanet_2314', 'MONDO_0001085', 'EFO_1001890', 'MONDO_0100096', 'EFO_0000540', 'EFO_0009661', 'EFO_0005532', 'EFO_0007425', 'MONDO_0005271', 'EFO_0007369', 'EFO_0008507', 'EFO_0005854', 'MONDO_0007915', 'EFO_0003956', 'EFO_0005531', 'HP_0006536', 'EFO_1001463', 'MONDO_0004979', 'EFO_0000341', 'EFO_0004232']",True,False,25,Ig epsilon chain C region inhibitor ,INHIBITOR ,single protein 
1745,BAVITUXIMAB,CHEMBL1742989,Antibody drug with a maximum clinical trial phase of III (across all indications) and has 14 investigational indications.,,3.0,,False,no approval year,[],"['EFO_1000657', 'EFO_0006861', 'EFO_0000673', 'EFO_0000519', 'EFO_0000616', 'EFO_0000182', 'EFO_0002618', 'MONDO_0007254', 'EFO_0003060', 'EFO_0000313', 'EFO_0000756', 'EFO_0000707', 'EFO_0003047', 'EFO_0005537']",False,False,14,,,
1746,RINTATOLIMOD,CHEMBL2107862,Oligonucleotide drug with a maximum clinical trial phase of III (across all indications) and has 13 investigational indications.,,3.0,,False,no approval year,['ENSG00000164342'],"['EFO_0000756', 'MONDO_0044881', 'MONDO_0100096', 'EFO_0000673', 'MONDO_0007254', 'EFO_0006861', 'EFO_0000764', 'MONDO_0002158', 'EFO_0002618', 'EFO_0004540', 'MONDO_0008170', 'MONDO_0004658', 'EFO_0001423']",False,False,13,Toll-like receptor 3 agonist ,AGONIST ,single protein 
1747,NEOSTIGMINE,CHEMBL278020,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2013 and is indicated for myasthenia gravis and glaucoma and has 9 investigational indications.,,4.0,,False,2013,['ENSG00000087085'],"['EFO_0004209', 'EFO_0004991', 'EFO_1000948', 'MONDO_0007254', 'HP_0025267', 'EFO_0001074', 'EFO_0009516', 'HP_0002315', 'MONDO_0005041', 'EFO_0004888', 'EFO_0003843']",False,False,11,Acetylcholinesterase inhibitor ,INHIBITOR ,single protein 
1748,VERCIRNON SODIUM,CHEMBL3039505,Small molecule drug with a maximum clinical trial phase of III and has 1 investigational indication.,,3.0,,False,no approval year,[],['EFO_0000384'],False,False,1,,,
1749,AXP-107-11,CHEMBL3545214,Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication.,,2.0,,False,no approval year,[],['EFO_0000228'],False,False,1,,,
1750,FLUZOPARIB,CHEMBL3930624,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 13 investigational indications.,,3.0,,False,no approval year,[],"['MONDO_0004992', 'EFO_0004252', 'MONDO_0008315', 'EFO_0002618', 'EFO_0000616', 'EFO_0000702', 'EFO_0003060', 'EFO_0001421', 'MONDO_0007254', 'MONDO_0001056', 'MONDO_0008170', 'EFO_0003086', 'EFO_0000681']",False,False,13,,,
1751,ENSARTINIB,CHEMBL4113131,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 3 investigational indications.,,3.0,,False,no approval year,['ENSG00000171094'],"['MONDO_0008903', 'EFO_0003060', 'EFO_0000756']",False,False,3,ALK tyrosine kinase receptor inhibitor ,INHIBITOR ,single protein 
1752,SURUFATINIB,CHEMBL4297190,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 21 investigational indications.,,3.0,,False,no approval year,"['ENSG00000077782', 'ENSG00000102755', 'ENSG00000037280', 'ENSG00000128052']","['EFO_0000503', 'EFO_0002618', 'EFO_0003860', 'MONDO_0002120', 'EFO_0003086', 'EFO_0003060', 'EFO_0001421', 'EFO_0000616', 'EFO_0006859', 'MONDO_0007254', 'EFO_0004142', 'EFO_1001901', 'EFO_0000691', 'EFO_1001951', 'MONDO_0005575', 'EFO_0002892', 'EFO_0000702', 'MONDO_0003060', 'EFO_0000182', 'EFO_0004252', 'MONDO_0002108']",True,False,21,Fibroblast growth factor receptor 1 inhibitor Vascular endothelial growth factor receptor inhibitor ,INHIBITOR ,single protein protein family 
1753,ELACESTRANT,CHEMBL4297509,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 3 investigational indications.,,3.0,,False,no approval year,['ENSG00000091831'],"['MONDO_0007254', 'HP_0031217', 'EFO_0000305']",False,True,3,Estrogen receptor alpha degrader ,DEGRADER ,single protein 
1754,ENCEQUIDAR,CHEMBL4594298,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 4 investigational indications.,,3.0,,False,no approval year,['ENSG00000085563'],"['MONDO_0007254', 'EFO_0003968', 'EFO_0000616', 'EFO_0005537', 'EFO_0003968']",True,False,5,P-glycoprotein 1 inhibitor ,INHIBITOR ,single protein 
1755,PULRODEMSTAT,CHEMBL4651180,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 5 investigational indications.,,2.0,,False,no approval year,[],"['EFO_0000616', 'EFO_0000673', 'EFO_0005952', 'EFO_0000702', 'EFO_0000565']",False,False,5,,,
1756,NIDANILIMAB,CHEMBL5095365,Antibody drug with a maximum clinical trial phase of I and has 1 investigational indication.,,1.0,,False,no approval year,[],['MONDO_0007254'],False,False,1,,,
1757,QUETIAPINE,CHEMBL716,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1997 and has 8 approved and 37 investigational indications. This drug has a black box warning from the FDA.,,4.0,,True,1997,"['ENSG00000147246', 'ENSG00000102468', 'ENSG00000149295']","['MONDO_0005301', 'EFO_0004242', 'MONDO_0002009', 'EFO_0002610', 'EFO_0004698', 'EFO_0005411', 'EFO_0009963', 'EFO_0007191', 'EFO_0003918', 'EFO_0003761', 'MONDO_0005090', 'EFO_0009854', 'MONDO_0005351', 'EFO_0009963', 'MONDO_0005180', 'MONDO_0002050', 'EFO_0005407', 'Orphanet_79292', 'EFO_0004247', 'EFO_0003888', 'MONDO_0002050', 'MONDO_0007079', 'EFO_0000677', 'MONDO_0004985', 'EFO_1001892', 'EFO_0005230', 'EFO_0005411', 'EFO_0003884', 'MONDO_0002046', 'EFO_0004242', 'HP_0000713', 'HP_0012076', 'EFO_1001917', 'MONDO_0002009', 'EFO_1000904', 'MONDO_0005090', 'EFO_0005407', 'EFO_0009964', 'EFO_0005230', 'MONDO_0007079', 'EFO_0004701', 'EFO_0009267', 'MONDO_0004985', 'EFO_1001917', 'EFO_0004257', 'HP_0012076', 'EFO_0001358', 'EFO_0003761', 'EFO_0007453']",True,False,49,Serotonin 2a (5-HT2a) receptor antagonist Dopamine D2 receptor antagonist Serotonin 2c (5-HT2c) receptor antagonist ,ANTAGONIST ,single protein 
1758,EPTIFIBATIDE,CHEMBL1174,Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1998 and is indicated for acute coronary syndrome and recurrent thrombophlebitis and has 11 investigational indications.,,4.0,,False,1998,"['ENSG00000259207', 'ENSG00000005961']","['MONDO_0011382', 'EFO_0008583', 'EFO_0001645', 'EFO_0000319', 'EFO_0000712', 'HP_0002140', 'EFO_0005672', 'EFO_0006834', 'HP_0004419', 'EFO_0003106', 'EFO_0000612', 'EFO_0008585', 'EFO_0004277']",True,True,13,Integrin alpha-IIb/beta-3 inhibitor ,INHIBITOR ,protein complex 
1759,BIMOSIAMOSE,CHEMBL1215923,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,2.0,,False,no approval year,"['ENSG00000188404', 'ENSG00000007908', 'ENSG00000174175']","['EFO_0000341', 'EFO_0000676']",False,False,2,Selectin inhibitor ,INHIBITOR ,protein family 
1760,FAMITINIB,CHEMBL1278146,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 17 investigational indications.,,3.0,,False,no approval year,"['ENSG00000157404', 'ENSG00000128052', 'ENSG00000037280', 'ENSG00000102755', 'ENSG00000113721', 'ENSG00000134853', 'ENSG00000122025']","['MONDO_0024503', 'EFO_0003869', 'EFO_0003060', 'EFO_0005537', 'EFO_0000756', 'EFO_0004252', 'EFO_0002618', 'EFO_0000681', 'EFO_0001071', 'EFO_0005922', 'EFO_1001961', 'MONDO_0002974', 'MONDO_0011719', 'EFO_0000616', 'MONDO_0007254', 'MONDO_0004992', 'EFO_0000365']",True,False,17,Tyrosine-protein kinase receptor FLT3 inhibitor Vascular endothelial growth factor receptor 2 inhibitor Vascular endothelial growth factor receptor 3 inhibitor Vascular endothelial growth factor receptor 1 inhibitor Stem cell growth factor receptor inhibitor Platelet-derived growth factor receptor inhibitor ,INHIBITOR ,single protein protein complex 
1761,ALGINIC ACID,CHEMBL2108894,Unknown drug with a maximum clinical trial phase of III (across all indications) and has 6 investigational indications.,,3.0,,False,no approval year,[],"['EFO_0007536', 'MONDO_0009061', 'HP_0004398', 'EFO_0003843', 'EFO_0001073', 'EFO_0003948']",False,False,6,,,
1762,OZONE,CHEMBL2447938,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 4 investigational indications.,,3.0,,False,no approval year,[],"['EFO_0000400', 'EFO_0008507', 'MONDO_0100096', 'EFO_0001645']",False,False,4,,,
1763,MOTEXAFIN GADOLINIUM,CHEMBL3544910,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 17 investigational indications.,,3.0,,False,no approval year,"['ENSG00000167325', 'ENSG00000048392', 'ENSG00000171848', 'ENSG00000198431']","['EFO_0009708', 'EFO_0000095', 'EFO_1000158', 'EFO_0000681', 'EFO_0000632', 'EFO_0000228', 'EFO_0005952', 'EFO_0000519', 'EFO_0002618', 'EFO_0003060', 'MONDO_0008903', 'EFO_0001378', 'EFO_0003863', 'MONDO_0005411', 'MONDO_0002367', 'EFO_1001465', 'EFO_0003833']",False,False,17,Thioredoxin reductase 1 inhibitor Ribonucleoside-diphosphate reductase RR1 inhibitor ,INHIBITOR ,single protein protein complex group 
1764,COFETUZUMAB PELIDOTIN,CHEMBL3989983,Antibody drug with a maximum clinical trial phase of I and has 1 investigational indication.,,1.0,,False,no approval year,[],['EFO_0003060'],False,False,1,,,
1765,SOTORASIB,CHEMBL4535757,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2021 and is indicated for non-small cell lung carcinoma and neoplasm and has 5 investigational indications.,,4.0,,False,2021,['ENSG00000133703'],"['EFO_0000571', 'EFO_0003060', 'MONDO_0008903', 'EFO_0001421', 'EFO_0002618', 'EFO_0000616', 'EFO_0000365']",False,False,7,GTPase KRas inhibitor ,INHIBITOR ,single protein 
1766,REGN-4659,CHEMBL4594596,Unknown drug with a maximum clinical trial phase of I and has 1 investigational indication.,,1.0,,False,no approval year,[],['EFO_0003060'],False,False,1,,,
