,ti_uid,indication_mesh_term,gene_name,combined_max_phase,succ_p_1,succ_1_2,succ_2_3,succ_3_a,target_status,disease_relevant_tissues,dtr_blood,dtr_lymph_node,dtr_bone_marrow,dtr_lung,dtr_nose,dtr_eye,dtr_small_intestine,dtr_esophagus,dtr_colon,dtr_liver,dtr_skin,dtr_heart,dtr_brain,dtr_kidney,dtr_prostate,gene_id
9529,SCN2A-D004829,"Epilepsy, Generalized",SCN2A,Launched,True,True,True,True,genetically supported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000136531
9530,SCN2A-D005356,Fibromyalgia,SCN2A,Phase II,True,True,False,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000136531
9531,SCN2A-D006976,"Hypertension, Pulmonary",SCN2A,Phase II,True,True,,,unsupported target,"lung,nose,heart",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,ENSG00000136531
9532,SCN2A-D008881,Migraine Disorders,SCN2A,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000136531
9533,SCN2A-D009437,Neuralgia,SCN2A,Phase III,True,True,True,False,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000136531
9534,SCN2A-D012559,Schizophrenia,SCN2A,Phase III,True,True,True,False,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000136531
9535,SCN2A-D013226,Status Epilepticus,SCN2A,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000136531
9536,SCN2A-D013927,Thrombosis,SCN2A,Phase I,True,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000136531
9537,SCN3A-D001008,Anxiety Disorders,SCN3A,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153253
9538,SCN3A-D001281,Atrial Fibrillation,SCN3A,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000153253
9539,SCN3A-D001714,Bipolar Disorder,SCN3A,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153253
9540,SCN3A-D003863,Depression,SCN3A,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153253
9541,SCN3A-D003929,Diabetic Neuropathies,SCN3A,Phase III,True,True,True,False,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153253
9542,SCN3A-D004827,Epilepsy,SCN3A,Launched,True,True,True,True,genetically supported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153253
9543,SCN3A-D004828,"Epilepsies, Partial",SCN3A,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153253
9544,SCN3A-D004829,"Epilepsy, Generalized",SCN3A,Launched,True,True,True,True,genetically supported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153253
9545,SCN3A-D005356,Fibromyalgia,SCN3A,Phase II,True,True,False,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153253
9546,SCN3A-D006976,"Hypertension, Pulmonary",SCN3A,Phase II,True,True,,,unsupported target,"lung,nose,heart",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,ENSG00000153253
9547,SCN3A-D008881,Migraine Disorders,SCN3A,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153253
9548,SCN3A-D009437,Neuralgia,SCN3A,Phase III,True,True,True,False,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153253
9549,SCN3A-D012559,Schizophrenia,SCN3A,Phase III,True,True,True,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153253
9550,SCN3A-D013226,Status Epilepticus,SCN3A,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153253
9551,SCN3A-D013927,Thrombosis,SCN3A,Phase I,True,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000153253
9552,SCN5A-D000437,Alcoholism,SCN5A,Phase II,True,True,False,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000183873
9553,SCN5A-D000544,Alzheimer Disease,SCN5A,Phase III,True,True,True,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000183873
9554,SCN5A-D000690,Amyotrophic Lateral Sclerosis,SCN5A,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000183873
9555,SCN5A-D000787,Angina Pectoris,SCN5A,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000183873
9556,SCN5A-D001008,Anxiety Disorders,SCN5A,Phase III,True,True,True,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000183873
9557,SCN5A-D001145,"Arrhythmias, Cardiac",SCN5A,Phase II,True,True,False,,genetically supported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000183873
9558,SCN5A-D001259,Ataxia,SCN5A,Preclinical,,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000183873
9559,SCN5A-D001281,Atrial Fibrillation,SCN5A,Launched,True,True,True,True,genetically supported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000183873
9560,SCN5A-D002318,Cardiovascular Diseases,SCN5A,Phase II,True,True,False,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000183873
9561,SCN5A-D003863,Depression,SCN5A,Phase I,True,False,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000183873
9562,SCN5A-D004827,Epilepsy,SCN5A,Phase II,True,True,False,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000183873
9563,SCN5A-D004828,"Epilepsies, Partial",SCN5A,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000183873
9564,SCN5A-D006333,Heart Failure,SCN5A,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000183873
9565,SCN5A-D008881,Migraine Disorders,SCN5A,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000183873
9566,SCN5A-D009203,Myocardial Infarction,SCN5A,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000183873
9567,SCN5A-D009222,Myotonia,SCN5A,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000183873
9568,SCN5A-D009437,Neuralgia,SCN5A,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000183873
9569,SCN5A-D009771,Obsessive-Compulsive Disorder,SCN5A,Phase III,True,True,True,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000183873
9570,SCN5A-D013617,"Tachycardia, Supraventricular",SCN5A,Preclinical,,,,,genetically supported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000183873
9571,SCN5A-D014693,Ventricular Fibrillation,SCN5A,Launched,True,True,True,True,genetically supported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000183873
9572,SCN5A-D017180,"Tachycardia, Ventricular",SCN5A,Launched,True,True,True,True,genetically supported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000183873
9573,SCN8A-D000073376,Epileptic Syndromes,SCN8A,Phase II,True,True,,,genetically supported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000196876
9574,SCN8A-D004827,Epilepsy,SCN8A,Phase II,True,True,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000196876
9575,SCN8A-D004828,"Epilepsies, Partial",SCN8A,Phase II,True,True,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000196876
9576,SCN8A-D004831,"Epilepsies, Myoclonic",SCN8A,Phase I,True,False,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000196876
9577,SCN9A-D001008,Anxiety Disorders,SCN9A,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000169432
9578,SCN9A-D001249,Asthma,SCN9A,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000169432
9579,SCN9A-D001281,Atrial Fibrillation,SCN9A,Phase III,True,True,True,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000169432
9580,SCN9A-D001714,Bipolar Disorder,SCN9A,Phase I,True,False,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000169432
9581,SCN9A-D003371,Cough,SCN9A,Preclinical,,,,,unsupported target,"lung,nose",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000169432
9582,SCN9A-D003863,Depression,SCN9A,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000169432
9583,SCN9A-D003929,Diabetic Neuropathies,SCN9A,Phase II,True,True,False,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000169432
9584,SCN9A-D004414,Dyspareunia,SCN9A,Phase I,True,False,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000169432
9585,SCN9A-D004827,Epilepsy,SCN9A,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000169432
9586,SCN9A-D004916,Erythromelalgia,SCN9A,Phase II,True,True,False,,genetically supported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000169432
9587,SCN9A-D005767,Gastrointestinal Diseases,SCN9A,Phase I,True,False,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000169432
9588,SCN9A-D009437,Neuralgia,SCN9A,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000169432
9589,SCN9A-D010523,Peripheral Nervous System Diseases,SCN9A,Preclinical,,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000169432
9590,SCN9A-D012559,Schizophrenia,SCN9A,Phase III,True,True,True,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000169432
9591,SCN9A-D014376,Tuberculosis,SCN9A,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000169432
9592,SCN9A-D015352,Dry Eye Syndromes,SCN9A,Preclinical,False,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000169432
9593,SCN9A-D051474,"Neuralgia, Postherpetic",SCN9A,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000169432
9594,SCTR-D001249,Asthma,SCTR,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000080293
9595,SCTR-D001321,Autistic Disorder,SCTR,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000080293
9596,SDC1-D001172,"Arthritis, Rheumatoid",SDC1,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000115884
9597,SELE-D001249,Asthma,SELE,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000007908
9598,SELE-D002318,Cardiovascular Diseases,SELE,Phase I,True,False,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000007908
9599,SELE-D002545,Brain Ischemia,SELE,Preclinical,False,,,,unsupported target,"heart,brain",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ENSG00000007908
9600,SELE-D003093,"Colitis, Ulcerative",SELE,Phase II,True,True,False,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000007908
9601,SELE-D004485,Eczema,SELE,Preclinical,False,,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000007908
9602,SELE-D004827,Epilepsy,SELE,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000007908
9603,SELE-D007154,Immune System Diseases,SELE,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000007908
9604,SELE-D009190,Myelodysplastic Syndromes,SELE,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000007908
9605,SELE-D009203,Myocardial Infarction,SELE,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000007908
9606,SELE-D011014,Pneumonia,SELE,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000007908
9607,SELE-D018805,Sepsis,SELE,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000007908
9608,SELE-D020246,Venous Thrombosis,SELE,Phase II,True,True,False,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000007908
9609,SELE-D020521,Stroke,SELE,Preclinical,False,,,,unsupported target,"heart,brain",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ENSG00000007908
9610,SELE-D029424,"Pulmonary Disease, Chronic Obstructive",SELE,Phase I,True,False,,,unsupported target,"lung,nose",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000007908
9611,SELE-D050197,Atherosclerosis,SELE,Phase I,True,False,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000007908
9612,SELL-D001249,Asthma,SELL,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000188404
9613,SELL-D002318,Cardiovascular Diseases,SELL,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000188404
9614,SELL-D003093,"Colitis, Ulcerative",SELL,Phase I,True,False,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000188404
9615,SELL-D003424,Crohn Disease,SELL,Phase I,True,False,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000188404
9616,SELL-D004827,Epilepsy,SELL,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000188404
9617,SELL-D007154,Immune System Diseases,SELL,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000188404
9618,SELL-D009103,Multiple Sclerosis,SELL,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow,brain",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000188404
9619,SELL-D009203,Myocardial Infarction,SELL,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000188404
9620,SELL-D011014,Pneumonia,SELL,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000188404
9621,SELL-D015212,Inflammatory Bowel Diseases,SELL,Preclinical,False,,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000188404
9622,SELL-D018805,Sepsis,SELL,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000188404
9623,SELL-D020246,Venous Thrombosis,SELL,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000188404
9624,SELL-D029424,"Pulmonary Disease, Chronic Obstructive",SELL,Preclinical,False,,,,unsupported target,"lung,nose",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000188404
9625,SELL-D043183,Irritable Bowel Syndrome,SELL,Phase I,True,False,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000188404
9626,SELP-D000086382,COVID-19,SELP,Phase II,True,True,,,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000174175
9627,SELP-D001249,Asthma,SELP,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000174175
9628,SELP-D001778,Blood Coagulation Disorders,SELP,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000174175
9629,SELP-D002318,Cardiovascular Diseases,SELP,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000174175
9630,SELP-D002545,Brain Ischemia,SELP,Preclinical,False,,,,unsupported target,"heart,brain",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ENSG00000174175
9631,SELP-D004485,Eczema,SELP,Preclinical,False,,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000174175
9632,SELP-D004827,Epilepsy,SELP,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000174175
9633,SELP-D005128,Eye Diseases,SELP,Phase I,True,False,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000174175
9634,SELP-D005767,Gastrointestinal Diseases,SELP,Preclinical,False,,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000174175
9635,SELP-D006086,Graft vs Host Disease,SELP,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000174175
9636,SELP-D007154,Immune System Diseases,SELP,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000174175
9637,SELP-D009190,Myelodysplastic Syndromes,SELP,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000174175
9638,SELP-D009203,Myocardial Infarction,SELP,Phase II,True,True,False,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000174175
9639,SELP-D011014,Pneumonia,SELP,Phase II,True,True,,,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000174175
9640,SELP-D013927,Thrombosis,SELP,Phase II,True,True,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000174175
9641,SELP-D016491,Peripheral Vascular Diseases,SELP,Phase I,True,False,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000174175
9642,SELP-D018805,Sepsis,SELP,Preclinical,False,,,,genetically supported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000174175
9643,SELP-D020246,Venous Thrombosis,SELP,Phase II,True,True,False,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000174175
9644,SELP-D020521,Stroke,SELP,Preclinical,False,,,,unsupported target,"heart,brain",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ENSG00000174175
9645,SELP-D029424,"Pulmonary Disease, Chronic Obstructive",SELP,Phase II,True,True,False,,unsupported target,"lung,nose",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000174175
9646,SELP-D050197,Atherosclerosis,SELP,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000174175
9647,SELP-D054058,Acute Coronary Syndrome,SELP,Phase II,True,True,False,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000174175
9648,SELPLG-D001172,"Arthritis, Rheumatoid",SELPLG,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000110876
9649,SELPLG-D001249,Asthma,SELPLG,Phase II,True,True,,,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000110876
9650,SELPLG-D003093,"Colitis, Ulcerative",SELPLG,Phase II,True,True,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000110876
9651,SELPLG-D003424,Crohn Disease,SELPLG,Phase I,True,False,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000110876
9652,SELPLG-D003922,"Diabetes Mellitus, Type 1",SELPLG,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000110876
9653,SELPLG-D006086,Graft vs Host Disease,SELPLG,Phase I,True,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000110876
9654,SELPLG-D008180,"Lupus Erythematosus, Systemic",SELPLG,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000110876
9655,SELPLG-D009103,Multiple Sclerosis,SELPLG,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow,brain",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000110876
9656,SELPLG-D011565,Psoriasis,SELPLG,Phase II,True,True,False,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000110876
9657,SELPLG-D015535,"Arthritis, Psoriatic",SELPLG,Phase II,True,True,,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000110876
9658,SELPLG-D020246,Venous Thrombosis,SELPLG,Phase II,True,True,False,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000110876
9659,SELPLG-D029424,"Pulmonary Disease, Chronic Obstructive",SELPLG,Phase II,True,True,,,unsupported target,"lung,nose",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000110876
9660,SEMA3A-D003320,Corneal Ulcer,SEMA3A,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow,eye",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000075213
9661,SEMA3A-D003930,Diabetic Retinopathy,SEMA3A,Preclinical,False,,,,unsupported target,"eye,heart",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,ENSG00000075213
9662,SEMA3A-D005128,Eye Diseases,SEMA3A,Preclinical,False,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000075213
9663,SEMA3A-D005901,Glaucoma,SEMA3A,Preclinical,False,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000075213
9664,SEMA3A-D008268,Macular Degeneration,SEMA3A,Preclinical,False,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000075213
9665,SEMA3A-D008269,Macular Edema,SEMA3A,Preclinical,False,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000075213
9666,SEMA3A-D015352,Dry Eye Syndromes,SEMA3A,Preclinical,False,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000075213
9667,SEMA3A-D016849,"Keratitis, Herpetic",SEMA3A,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow,eye",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000075213
9668,SEMA3A-D018917,"Optic Neuropathy, Ischemic",SEMA3A,Preclinical,False,,,,unsupported target,"eye,heart,brain",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,ENSG00000075213
9669,SEMA3A-D057135,Wet Macular Degeneration,SEMA3A,Preclinical,False,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000075213
9670,SEMA3A-D065306,Corneal Injuries,SEMA3A,Preclinical,False,,,,unsupported target,"eye,brain",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,ENSG00000075213
9671,SEMA4D-D000544,Alzheimer Disease,SEMA4D,Phase II,True,True,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000187764
9672,SEMA4D-D009103,Multiple Sclerosis,SEMA4D,Phase I,True,,,,unsupported target,"blood,lymph_node,bone_marrow,brain",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000187764
9673,SERPINA1-D000086382,COVID-19,SERPINA1,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000197249
9674,SERPINA1-D001249,Asthma,SERPINA1,Preclinical,False,,,,genetically supported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000197249
9675,SERPINA1-D001778,Blood Coagulation Disorders,SERPINA1,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000197249
9676,SERPINA1-D001987,Bronchiectasis,SERPINA1,Preclinical,,,,,genetically supported target,"lung,nose",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000197249
9677,SERPINA1-D002318,Cardiovascular Diseases,SERPINA1,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000197249
